Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Complexity,Syllables,Source
SHIPPING,68791,724580,2.93E-05,3.02E-05,0.000133912,207385,0,0,0,0,0,0,0,0,2,12of12inf
SHIPPINGS,68792,4,1.62E-10,3.18E-10,1.86E-07,4,0,0,0,0,0,0,0,0,2,12of12inf
SHIPS,68793,103248,4.18E-06,3.32E-06,5.59E-05,31567,0,0,0,0,0,0,0,0,1,12of12inf
SHIPSHAPE,68794,18,7.29E-10,6.76E-10,2.35E-07,15,0,0,0,0,0,0,0,0,2,12of12inf
SHIPSIDE,68795,793,3.21E-08,1.58E-08,2.08E-06,473,0,0,0,0,0,0,0,0,2,10K_2010
SHIPWRECK,68796,8820,3.57E-07,4.23E-07,2.99E-05,545,0,0,0,0,0,0,0,0,2,12of12inf
SHIPWRECKED,68797,42,1.70E-09,1.95E-09,4.67E-07,28,0,0,0,0,0,0,0,0,2,12of12inf
SHIPWRECKING,68798,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHIPWRECKS,68799,4141,1.68E-07,1.94E-07,1.37E-05,423,0,0,0,0,0,0,0,0,2,12of12inf
SHIPWRIGHT,68800,16,6.48E-10,6.99E-10,3.01E-07,10,0,0,0,0,0,0,0,0,2,12of12inf
SHIPWRIGHTS,68801,8,3.24E-10,1.11E-10,7.19E-08,3,0,0,0,0,0,0,0,0,2,12of12inf
SHIPYARD,68802,36896,1.49E-06,1.29E-06,4.45E-05,5019,0,0,0,0,0,0,0,0,2,12of12inf
SHIPYARDS,68803,9165,3.71E-07,3.14E-07,1.33E-05,2988,0,0,0,0,0,0,0,0,2,12of12inf
SHIRE,68804,25874,1.05E-06,5.62E-07,4.27E-05,3015,0,0,0,0,0,0,0,0,1,12of12inf
SHIRES,68805,266,1.08E-08,1.03E-08,2.28E-06,105,0,0,0,0,0,0,0,0,1,12of12inf
SHIRK,68806,244,9.88E-09,1.01E-08,1.84E-06,95,0,0,0,0,0,0,0,0,1,12of12inf
SHIRKED,68807,41,1.66E-09,5.55E-10,1.18E-07,41,0,0,0,0,0,0,0,0,1,12of12inf
SHIRKER,68808,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHIRKERS,68809,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHIRKING,68810,3,1.21E-10,2.65E-11,1.68E-08,3,0,0,0,0,0,0,0,0,2,12of12inf
SHIRKS,68811,13,5.26E-10,5.40E-10,1.79E-07,13,0,0,0,0,0,0,0,0,1,12of12inf
SHIRR,68812,1,4.05E-11,3.49E-11,3.83E-08,1,0,0,0,0,0,0,0,0,1,12of12inf
SHIRRED,68813,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHIRRING,68814,58,2.35E-09,1.07E-09,2.60E-07,36,0,0,0,0,0,0,0,0,2,12of12inf
SHIRRINGS,68815,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHIRRS,68816,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHIRT,68817,7042,2.85E-07,3.93E-07,2.21E-05,2162,0,0,0,0,0,0,0,0,1,12of12inf
SHIRTFRONT,68818,1,4.05E-11,8.46E-12,9.26E-09,1,0,0,0,0,0,0,0,0,2,12of12inf
SHIRTFRONTS,68819,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHIRTING,68820,231,9.35E-09,1.34E-08,2.27E-06,95,0,0,0,0,0,0,0,0,2,12of12inf
SHIRTINGS,68821,115,4.66E-09,1.04E-08,2.78E-06,59,0,0,0,0,0,0,0,0,2,12of12inf
SHIRTLESS,68822,1,4.05E-11,3.50E-11,3.83E-08,1,0,0,0,0,0,0,0,0,2,12of12inf
SHIRTS,68823,21221,8.59E-07,9.13E-07,2.28E-05,6560,0,0,0,0,0,0,0,0,1,12of12inf
SHIRTSLEEVE,68824,3,1.21E-10,2.94E-11,2.36E-08,2,0,0,0,0,0,0,0,0,2,12of12inf
SHIRTSLEEVES,68825,1,4.05E-11,6.65E-12,7.28E-09,1,0,0,0,0,0,0,0,0,2,12of12inf
SHIRTTAIL,68826,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHIRTTAILS,68827,8,3.24E-10,2.13E-11,1.70E-08,2,0,0,0,0,0,0,0,0,2,12of12inf
SHIRTWAIST,68828,3,1.21E-10,3.06E-10,1.94E-07,3,0,0,0,0,0,0,0,0,2,12of12inf
SHIRTWAISTS,68829,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
SHIT,68830,59,2.39E-09,5.95E-09,2.80E-06,17,0,0,0,0,0,0,0,0,1,12of12inf
SHITS,68831,3,1.21E-10,8.86E-11,7.44E-08,3,0,0,0,0,0,0,0,0,1,12of12inf
SHITTIER,68832,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHITTIEST,68833,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHITTING,68834,1,4.05E-11,4.99E-12,5.46E-09,1,0,0,0,0,0,0,0,0,2,12of12inf
SHITTY,68835,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHIV,68836,219,8.87E-09,6.11E-09,9.08E-07,114,0,0,0,0,0,0,0,0,1,12of12inf
SHIVER,68837,386,1.56E-08,2.78E-08,5.80E-06,135,0,0,0,0,0,0,0,0,2,12of12inf
SHIVERED,68838,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHIVERING,68839,73,2.96E-09,2.21E-09,6.99E-07,53,0,0,0,0,0,0,0,0,3,12of12inf
SHIVERS,68840,1721,6.97E-08,4.74E-08,6.25E-06,150,0,0,0,0,0,0,0,0,2,12of12inf
SHIVERY,68841,3095,1.25E-07,2.70E-08,4.02E-06,166,0,0,0,0,0,0,0,0,3,12of12inf
SHIVS,68842,2,8.10E-11,4.72E-11,3.94E-08,2,0,0,0,0,0,0,0,0,1,12of12inf
SHLEMIEL,68843,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHLEMIELS,68844,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHLEP,68845,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHLEPP,68846,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHLEPPED,68847,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHLEPPING,68848,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHLEPPS,68849,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHLEPS,68850,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHLOCK,68851,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHLOCKS,68852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHMALTZ,68853,17,6.88E-10,4.77E-10,2.24E-07,7,0,0,0,0,0,0,0,0,1,12of12inf
SHMALTZES,68854,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHOAL,68855,10041,4.07E-07,4.18E-07,2.48E-05,1602,0,0,0,0,0,0,0,0,1,12of12inf
SHOALED,68856,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHOALING,68857,37,1.50E-09,1.00E-09,3.20E-07,27,0,0,0,0,0,0,0,0,2,12of12inf
SHOALS,68858,4980,2.02E-07,2.15E-07,2.14E-05,1647,0,0,0,0,0,0,0,0,1,12of12inf
SHOAT,68859,3,1.21E-10,1.34E-10,1.04E-07,2,0,0,0,0,0,0,0,0,1,12of12inf
SHOATS,68860,1,4.05E-11,1.34E-10,1.47E-07,1,0,0,0,0,0,0,0,0,1,12of12inf
SHOCK,68861,74801,3.03E-06,2.85E-06,3.07E-05,30211,0,0,0,0,0,0,0,0,1,12of12inf
SHOCKED,68862,3976,1.61E-07,1.56E-07,4.49E-06,3122,2009,0,0,0,0,0,0,0,1,12of12inf
SHOCKER,68863,220,8.91E-09,1.53E-08,3.34E-06,44,0,0,0,0,0,0,0,0,2,12of12inf
SHOCKERS,68864,3,1.21E-10,6.19E-11,4.02E-08,3,0,0,0,0,0,0,0,0,2,12of12inf
SHOCKING,68865,1127,4.56E-08,3.95E-08,4.64E-06,619,0,0,0,0,0,0,0,0,2,12of12inf
SHOCKINGLY,68866,26,1.05E-09,1.46E-09,4.79E-07,22,0,0,0,0,0,0,0,0,3,12of12inf
SHOCKPROOF,68867,54,2.19E-09,2.05E-09,4.31E-07,48,0,0,0,0,0,0,0,0,2,12of12inf
SHOCKS,68868,24043,9.74E-07,8.20E-07,1.11E-05,13598,0,0,0,0,0,0,0,0,1,12of12inf
SHOCKWAVE,68869,2246,9.10E-08,8.41E-08,1.06E-05,559,0,0,0,0,0,0,0,0,2,10K_2010
SHOCKWAVES,68870,393,1.59E-08,1.23E-08,1.69E-06,120,0,0,0,0,0,0,0,0,2,10K_2016
SHOD,68871,15,6.07E-10,7.83E-10,3.69E-07,11,0,0,0,0,0,0,0,0,1,12of12inf
SHODDEN,68872,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHODDIER,68873,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHODDIES,68874,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHODDIEST,68875,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHODDILY,68876,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHODDINESS,68877,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHODDINESSES,68878,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
SHODDY,68879,55,2.23E-09,3.15E-09,8.13E-07,39,0,0,0,0,0,0,0,0,2,12of12inf
SHOE,68880,31981,1.30E-06,1.38E-06,3.74E-05,7841,0,0,0,0,0,0,0,0,1,12of12inf
SHOED,68881,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHOEHORN,68882,3,1.21E-10,4.84E-11,3.79E-08,2,0,0,0,0,0,0,0,0,2,12of12inf
SHOEHORNED,68883,1,4.05E-11,3.45E-11,3.77E-08,1,0,0,0,0,0,0,0,0,2,12of12inf
SHOEHORNING,68884,29,1.17E-09,3.09E-09,6.67E-07,29,0,0,0,0,0,0,0,0,3,12of12inf
SHOEHORNS,68885,1,4.05E-11,1.79E-11,1.96E-08,1,0,0,0,0,0,0,0,0,2,12of12inf
SHOEING,68886,62,2.51E-09,7.43E-09,1.65E-06,43,0,0,0,0,0,0,0,0,2,12of12inf
SHOELACE,68887,38,1.54E-09,1.41E-09,8.28E-07,6,0,0,0,0,0,0,0,0,2,12of12inf
SHOELACES,68888,13,5.26E-10,6.24E-10,2.04E-07,13,0,0,0,0,0,0,0,0,3,12of12inf
SHOEMAKER,68889,4467,1.81E-07,2.24E-07,1.71E-05,1132,0,0,0,0,0,0,0,0,3,12of12inf
SHOEMAKERS,68890,3,1.21E-10,7.27E-11,4.89E-08,3,0,0,0,0,0,0,0,0,3,12of12inf
SHOES,68891,37229,1.51E-06,1.53E-06,3.42E-05,9968,0,0,0,0,0,0,0,0,1,12of12inf
SHOESHINE,68892,80,3.24E-09,1.49E-09,5.69E-07,62,0,0,0,0,0,0,0,0,2,12of12inf
SHOESHINES,68893,2,8.10E-11,2.16E-11,1.86E-08,2,0,0,0,0,0,0,0,0,2,12of12inf
SHOESTRING,68894,62,2.51E-09,2.51E-09,4.85E-07,50,0,0,0,0,0,0,0,0,2,12of12inf
SHOESTRINGS,68895,1,4.05E-11,1.55E-11,1.69E-08,1,0,0,0,0,0,0,0,0,2,12of12inf
SHOETREE,68896,11,4.45E-10,2.58E-10,8.83E-08,11,0,0,0,0,0,0,0,0,2,12of12inf
SHOETREES,68897,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHOGUN,68898,1305,5.28E-08,7.33E-08,1.53E-05,111,0,0,0,0,0,0,0,0,2,12of12inf
SHOGUNATE,68899,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHOGUNATES,68900,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHOGUNS,68901,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHONE,68902,312,1.26E-08,1.05E-08,2.59E-06,93,0,0,0,0,0,0,0,0,1,12of12inf
SHOO,68903,832,3.37E-08,3.82E-08,5.58E-06,118,0,0,0,0,0,0,0,0,1,12of12inf
SHOOED,68904,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHOOING,68905,2,8.10E-11,3.76E-11,2.91E-08,2,0,0,0,0,0,0,0,0,2,12of12inf
SHOOK,68906,1267,5.13E-08,6.26E-08,7.48E-06,686,0,0,0,0,0,0,0,0,1,12of12inf
SHOON,68907,909,3.68E-08,2.43E-08,7.15E-06,19,0,0,0,0,0,0,0,0,1,12of12inf
SHOOS,68908,38,1.54E-09,1.43E-09,5.92E-07,13,0,0,0,0,0,0,0,0,1,12of12inf
SHOOT,68909,5460,2.21E-07,3.04E-07,1.18E-05,2756,0,0,0,0,0,0,0,0,1,12of12inf
SHOOTER,68910,1928,7.81E-08,6.40E-08,3.83E-06,921,0,0,0,0,0,0,0,0,2,12of12inf
SHOOTERS,68911,891,3.61E-08,3.34E-08,2.87E-06,459,0,0,0,0,0,0,0,0,2,12of12inf
SHOOTING,68912,12282,4.97E-07,5.31E-07,2.09E-05,4929,0,0,0,0,0,0,0,0,2,12of12inf
SHOOTINGS,68913,783,3.17E-08,4.38E-08,4.59E-06,453,0,0,0,0,0,0,0,0,2,12of12inf
SHOOTOUT,68914,559,2.26E-08,2.87E-08,4.86E-06,227,0,0,0,0,0,0,0,0,2,12of12inf
SHOOTOUTS,68915,14,5.67E-10,6.42E-10,2.74E-07,9,0,0,0,0,0,0,0,0,2,12of12inf
SHOOTS,68916,3033,1.23E-07,1.36E-07,7.13E-06,1487,0,0,0,0,0,0,0,0,1,12of12inf
SHOP,68917,181535,7.35E-06,7.14E-06,8.62E-05,62605,0,0,0,0,0,0,0,0,1,12of12inf
SHOPABILITY,68918,80,3.24E-09,3.52E-09,7.24E-07,62,0,0,0,0,0,0,0,0,5,10K_2018
SHOPKEEPER,68919,31,1.26E-09,4.98E-10,1.87E-07,12,0,0,0,0,0,0,0,0,3,12of12inf
SHOPKEEPERS,68920,37,1.50E-09,1.40E-09,4.64E-07,15,0,0,0,0,0,0,0,0,3,12of12inf
SHOPLIFT,68921,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHOPLIFTED,68922,2,8.10E-11,7.02E-11,5.44E-08,2,0,0,0,0,0,0,0,0,3,12of12inf
SHOPLIFTER,68923,24,9.72E-10,6.62E-10,1.79E-07,21,0,0,0,0,0,0,0,0,3,12of12inf
SHOPLIFTERS,68924,37,1.50E-09,2.68E-09,7.58E-07,36,0,0,0,0,0,0,0,0,3,12of12inf
SHOPLIFTING,68925,373,1.51E-08,1.37E-08,1.84E-06,179,0,0,0,0,0,0,0,0,3,12of12inf
SHOPLIFTINGS,68926,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHOPLIFTS,68927,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHOPPABLE,68928,312,1.26E-08,8.24E-09,1.72E-06,136,0,0,0,0,0,0,0,0,3,10K_2018
SHOPPE,68929,5348,2.17E-07,1.92E-07,2.74E-05,1105,0,0,0,0,0,0,0,0,1,12of12inf
SHOPPED,68930,789,3.20E-08,2.38E-08,1.31E-06,687,0,0,0,0,0,0,0,0,1,12of12inf
SHOPPER,68931,14280,5.78E-07,5.53E-07,2.38E-05,4197,0,0,0,0,0,0,0,0,2,12of12inf
SHOPPERS,68932,27691,1.12E-06,1.25E-06,5.83E-05,8988,0,0,0,0,0,0,0,0,2,12of12inf
SHOPPES,68933,28823,1.17E-06,9.62E-07,4.09E-05,3989,0,0,0,0,0,0,0,0,2,12of12inf
SHOPPING,68934,487428,1.97E-05,2.17E-05,0.000196521,86337,0,0,0,0,0,0,0,0,2,12of12inf
SHOPPINGS,68935,1,4.05E-11,1.93E-12,2.11E-09,1,0,0,0,0,0,0,0,0,2,12of12inf
SHOPS,68936,126962,5.14E-06,4.50E-06,6.76E-05,35644,0,0,0,0,0,0,0,0,1,12of12inf
SHOPTALK,68937,37,1.50E-09,6.94E-10,1.68E-07,33,0,0,0,0,0,0,0,0,2,12of12inf
SHOPTALKS,68938,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHOPWORN,68939,299,1.21E-08,3.89E-09,5.18E-07,266,0,0,0,0,0,0,0,0,2,12of12inf
SHORE,68940,113563,4.60E-06,3.63E-06,7.47E-05,27781,0,0,0,0,0,0,0,0,1,12of12inf
SHOREBIRD,68941,25,1.01E-09,6.53E-10,2.62E-07,10,0,0,0,0,0,0,0,0,2,12of12inf
SHOREBIRDS,68942,29,1.17E-09,4.60E-10,1.22E-07,22,0,0,0,0,0,0,0,0,3,12of12inf
SHORED,68943,168,6.80E-09,2.83E-09,4.73E-07,110,0,0,0,0,0,0,0,0,1,12of12inf
SHORELINE,68944,12711,5.15E-07,5.24E-07,2.49E-05,4801,0,0,0,0,0,0,0,0,2,12of12inf
SHORELINES,68945,1846,7.48E-08,4.25E-08,1.86E-06,1542,0,0,0,0,0,0,0,0,3,12of12inf
SHORES,68946,18262,7.40E-07,8.19E-07,3.08E-05,5052,0,0,0,0,0,0,0,0,1,12of12inf
SHORESIDE,68947,3408,1.38E-07,7.78E-08,4.87E-06,762,0,0,0,0,0,0,0,0,2,10K_2010
SHORING,68948,4022,1.63E-07,1.08E-07,6.29E-06,2024,0,0,0,0,0,0,0,0,2,12of12inf
SHORINGS,68949,1,4.05E-11,1.53E-11,1.68E-08,1,0,0,0,0,0,0,0,0,2,12of12inf
SHORN,68950,26,1.05E-09,1.13E-09,3.45E-07,24,0,0,0,0,0,0,0,0,1,12of12inf
SHORT,68951,6383109,0.000258502,0.000300931,0.000449427,881885,0,0,0,0,0,0,0,0,1,12of12inf
SHORTAGE,68952,129100,5.23E-06,4.73E-06,3.18E-05,75626,2009,0,0,0,0,0,0,0,2,12of12inf
SHORTAGES,68953,300289,1.22E-05,1.04E-05,4.57E-05,142416,2009,0,0,0,0,0,0,0,3,12of12inf
SHORTBREAD,68954,32,1.30E-09,9.56E-10,3.13E-07,17,0,0,0,0,0,0,0,0,2,12of12inf
SHORTBREADS,68955,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHORTCAKE,68956,744,3.01E-08,2.33E-08,3.88E-06,125,0,0,0,0,0,0,0,0,2,12of12inf
SHORTCAKES,68957,10,4.05E-10,6.63E-10,2.58E-07,10,0,0,0,0,0,0,0,0,2,12of12inf
SHORTCHANGE,68958,2,8.10E-11,4.68E-11,3.65E-08,2,0,0,0,0,0,0,0,0,2,12of12inf
SHORTCHANGED,68959,1,4.05E-11,1.58E-11,1.73E-08,1,0,0,0,0,0,0,0,0,2,12of12inf
SHORTCHANGES,68960,1,4.05E-11,1.30E-11,1.42E-08,1,0,0,0,0,0,0,0,0,3,12of12inf
SHORTCHANGING,68961,3,1.21E-10,8.80E-11,5.56E-08,3,0,0,0,0,0,0,0,0,3,12of12inf
SHORTCOMING,68962,1195,4.84E-08,4.08E-08,2.45E-06,1018,0,0,0,0,0,0,0,0,3,12of12inf
SHORTCOMINGS,68963,21392,8.66E-07,7.97E-07,9.29E-06,18142,0,0,0,0,0,0,0,0,3,12of12inf
SHORTCUT,68964,8154,3.30E-07,2.44E-07,6.50E-06,4087,0,0,0,0,0,0,0,0,2,12of12inf
SHORTCUTS,68965,290,1.17E-08,1.11E-08,1.36E-06,254,0,0,0,0,0,0,0,0,2,12of12inf
SHORTED,68966,660,2.67E-08,7.83E-08,8.70E-06,521,0,0,0,0,0,0,0,0,2,12of12inf
SHORTEN,68967,63966,2.59E-06,1.77E-06,1.40E-05,48755,0,0,0,0,0,0,0,0,2,12of12inf
SHORTENED,68968,49696,2.01E-06,1.43E-06,1.63E-05,33440,0,0,0,0,0,0,0,0,2,12of12inf
SHORTENING,68969,27466,1.11E-06,8.24E-07,9.93E-06,20746,0,0,0,0,0,0,0,0,2,12of12inf
SHORTENINGS,68970,250,1.01E-08,6.42E-09,8.52E-07,137,0,0,0,0,0,0,0,0,3,12of12inf
SHORTENS,68971,8464,3.43E-07,2.09E-07,3.91E-06,7586,0,0,0,0,0,0,0,0,2,12of12inf
SHORTER,68972,2061633,8.35E-05,0.000204026,0.000338003,1152228,0,0,0,0,0,0,0,0,2,12of12inf
SHORTEST,68973,10969,4.44E-07,2.48E-07,5.23E-06,7894,0,0,0,0,0,0,0,0,2,12of12inf
SHORTFALL,68974,283056,1.15E-05,1.15E-05,0.000143966,121497,2009,0,0,0,0,0,0,0,2,12of12inf
SHORTFALLS,68975,112543,4.56E-06,4.85E-06,4.60E-05,65242,2009,0,0,0,0,0,0,0,2,12of12inf
SHORTHAND,68976,506,2.05E-08,1.84E-08,2.87E-06,355,0,0,0,0,0,0,0,0,2,12of12inf
SHORTHANDED,68977,45,1.82E-09,1.93E-09,3.60E-07,37,0,0,0,0,0,0,0,0,3,12of12inf
SHORTHANDS,68978,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHORTHORN,68979,55,2.23E-09,1.35E-09,4.70E-07,15,0,0,0,0,0,0,0,0,2,12of12inf
SHORTHORNS,68980,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHORTIE,68981,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHORTIES,68982,4,1.62E-10,5.88E-11,3.24E-08,4,0,0,0,0,0,0,0,0,2,12of12inf
SHORTING,68983,2351,9.52E-08,1.37E-07,7.73E-06,1590,0,0,0,0,0,0,0,0,2,12of12inf
SHORTLINE,68984,1051,4.26E-08,4.96E-08,4.89E-06,454,0,0,0,0,0,0,0,0,2,10K_2010
SHORTLIST,68985,444,1.80E-08,1.00E-08,1.65E-06,269,0,0,0,0,0,0,0,0,2,10K_2018
SHORTLISTED,68986,249,1.01E-08,1.40E-08,1.51E-06,190,0,0,0,0,0,0,0,0,3,10K_2018
SHORTLY,68987,105878,4.29E-06,4.69E-06,3.14E-05,74574,0,0,0,0,0,0,0,0,2,12of12inf
SHORTNESS,68988,2183,8.84E-08,5.40E-08,2.47E-06,1501,0,0,0,0,0,0,0,0,2,12of12inf
SHORTNESSES,68989,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHORTS,68990,9000,3.64E-07,3.57E-07,1.19E-05,3538,0,0,0,0,0,0,0,0,1,12of12inf
SHORTSIGHTED,68991,18,7.29E-10,1.23E-09,4.41E-07,18,0,0,0,0,0,0,0,0,3,12of12inf
SHORTSIGHTEDLY,68992,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
SHORTSIGHTEDNESS,68993,17,6.88E-10,9.88E-10,2.69E-07,17,0,0,0,0,0,0,0,0,4,12of12inf
SHORTSIGHTEDNESSES,68994,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
SHORTSTOP,68995,135,5.47E-09,3.36E-09,6.92E-07,58,0,0,0,0,0,0,0,0,2,12of12inf
SHORTSTOPS,68996,1,4.05E-11,1.32E-11,1.45E-08,1,0,0,0,0,0,0,0,0,2,12of12inf
SHORTTERM,68997,9623,3.90E-07,8.87E-07,1.58E-05,8180,0,0,0,0,0,0,0,0,2,10K_2008
SHORTWAVE,68998,294,1.19E-08,6.33E-09,8.91E-07,156,0,0,0,0,0,0,0,0,2,12of12inf
SHORTWAVES,68999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHORTY,69000,696,2.82E-08,2.85E-08,3.16E-06,174,0,0,0,0,0,0,0,0,2,12of12inf
SHOT,69001,14423,5.84E-07,6.54E-07,2.37E-05,5845,0,0,0,0,0,0,0,0,1,12of12inf
SHOTGUN,69002,2292,9.28E-08,1.19E-07,9.61E-06,779,0,0,0,0,0,0,0,0,2,12of12inf
SHOTGUNNED,69003,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHOTGUNNING,69004,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHOTGUNS,69005,1435,5.81E-08,6.13E-08,6.51E-06,287,0,0,0,0,0,0,0,0,2,12of12inf
SHOTS,69006,4286,1.74E-07,1.65E-07,7.63E-06,2332,0,0,0,0,0,0,0,0,1,12of12inf
SHOULD,69007,7135637,0.000288977,0.000370144,0.000326023,1073327,0,0,0,0,0,0,0,0,1,12of12inf
SHOULDER,69008,11456,4.64E-07,3.53E-07,1.16E-05,3503,0,0,0,0,0,0,0,0,2,12of12inf
SHOULDERED,69009,272,1.10E-08,7.39E-09,7.22E-07,246,0,0,0,0,0,0,0,0,2,12of12inf
SHOULDERING,69010,100,4.05E-09,4.61E-09,7.20E-07,79,0,0,0,0,0,0,0,0,3,12of12inf
SHOULDERS,69011,1669,6.76E-08,5.35E-08,2.58E-06,1171,0,0,0,0,0,0,0,0,2,12of12inf
SHOUT,69012,296,1.20E-08,1.05E-08,2.39E-06,130,0,0,0,0,0,0,0,0,1,12of12inf
SHOUTED,69013,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHOUTER,69014,4,1.62E-10,3.47E-10,2.52E-07,4,0,0,0,0,0,0,0,0,2,12of12inf
SHOUTERS,69015,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
SHOUTING,69016,48,1.94E-09,6.18E-10,1.68E-07,33,0,0,0,0,0,0,0,0,2,12of12inf
SHOUTS,69017,4,1.62E-10,9.51E-11,5.45E-08,4,0,0,0,0,0,0,0,0,1,12of12inf
SHOVE,69018,29,1.17E-09,1.44E-09,9.75E-07,12,0,0,0,0,0,0,0,0,1,12of12inf
SHOVED,69019,1,4.05E-11,1.60E-11,1.75E-08,1,0,0,0,0,0,0,0,0,1,12of12inf
SHOVEL,69020,3337,1.35E-07,1.05E-07,6.46E-06,1408,0,0,0,0,0,0,0,0,2,12of12inf
SHOVELED,69021,26,1.05E-09,8.66E-10,2.11E-07,26,0,0,0,0,0,0,0,0,2,12of12inf
SHOVELFUL,69022,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHOVELFULS,69023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHOVELING,69024,104,4.21E-09,2.75E-09,3.90E-07,87,0,0,0,0,0,0,0,0,3,12of12inf
SHOVELLED,69025,2,8.10E-11,3.13E-11,2.48E-08,2,0,0,0,0,0,0,0,0,2,12of12inf
SHOVELLING,69026,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHOVELS,69027,3876,1.57E-07,9.95E-08,5.07E-06,1270,0,0,0,0,0,0,0,0,2,12of12inf
SHOVES,69028,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12of12inf
SHOVING,69029,30,1.21E-09,5.03E-10,1.32E-07,26,0,0,0,0,0,0,0,0,2,12of12inf
SHOW,69030,417658,1.69E-05,1.72E-05,9.00E-05,207531,0,0,0,0,0,0,0,0,1,12of12inf
SHOWBIZ,69031,1821,7.37E-08,9.11E-08,1.71E-05,174,0,0,0,0,0,0,0,0,2,12of12inf
SHOWBIZZES,69032,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHOWBOAT,69033,6565,2.66E-07,1.18E-07,1.48E-05,570,0,0,0,0,0,0,0,0,2,12of12inf
SHOWBOATED,69034,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
SHOWBOATING,69035,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
