id_empresa,nombre,ticker,ticker_yf,ISIN,pais,sector_ICB,supersector,año,capitalización,moneda,ingresos,ebitda,net_income,total_assets,equity,deuda,ROA,ROE,margen_beneficio,deuda_equity,sector_yf,industria_yf,pais_yf,nota,error_yf,fuente_ebitda
E022,Hugo Boss,BOSS,BOSS.DE,DE000A1PHFF7,Germany,Consumer Products and Services,Consumer Discretionary,2024,2453524736.0,EUR,4307349000.0,771940000.0,213468000.0,3782421000.0,1426972000.0,1248211000.0,0.0564368694018989,0.1495950866590234,0.049559021105557,0.874727044398909,Consumer Cyclical,Apparel Manufacturing,Germany,,,direct
E023,Richemont,CFR,CFR.SW,CH0210483332,Switzerland,Consumer Products and Services,Consumer Discretionary,2022,92247826432.0,CHF,,,,,,,,,,,Consumer Cyclical,Luxury Goods,Switzerland,yfinance sin datos financieros para 2022 (FY ends March 31; balance_sheet cubre solo últimos 4 ejercicios),,gap_fy
E023,Richemont,CFR,CFR.SW,CH0210483332,Switzerland,Consumer Products and Services,Consumer Discretionary,2023,92247826432.0,CHF,19953000000.0,6519000000.0,313000000.0,40887000000.0,18959000000.0,15713000000.0,0.0076552449433805,0.0165093095627406,0.0156868641307071,0.8287884382087662,Consumer Cyclical,Luxury Goods,Switzerland,,,direct
E023,Richemont,CFR,CFR.SW,CH0210483332,Switzerland,Consumer Products and Services,Consumer Discretionary,2024,92247826432.0,CHF,20616000000.0,6520000000.0,2362000000.0,42681000000.0,20521000000.0,16365000000.0,0.0553407839553899,0.1151016032357097,0.1145712068296468,0.7974757565420788,Consumer Cyclical,Luxury Goods,Switzerland,,,direct
E024,Kering,KER,KER.PA,JP3270790003,France,Consumer Products and Services,Consumer Discretionary,2022,29563430912.0,EUR,20351000000.0,6982000000.0,3614000000.0,33941000000.0,13998000000.0,11192000000.0,0.1064788898382487,0.2581797399628518,0.1775834111345879,0.799542791827404,Consumer Cyclical,Luxury Goods,France,,,direct
E024,Kering,KER,KER.PA,JP3270790003,France,Consumer Products and Services,Consumer Discretionary,2023,29563430912.0,EUR,19566000000.0,6417000000.0,2983000000.0,41367000000.0,15212000000.0,17109000000.0,0.0721106195759905,0.1960951880094662,0.1524583461106,1.124704180909808,Consumer Cyclical,Luxury Goods,France,,,direct
E024,Kering,KER,KER.PA,JP3270790003,France,Consumer Products and Services,Consumer Discretionary,2024,29563430912.0,EUR,16874000000.0,4300000000.0,1133000000.0,43346000000.0,14904000000.0,20142000000.0,0.0261385133576339,0.0760198604401503,0.0671447196870925,1.3514492753623188,Consumer Cyclical,Luxury Goods,France,,,direct
E025,Adidas,ADS,ADS.DE,DE000A1EWWW0,Germany,Consumer Products and Services,Consumer Discretionary,2022,27896987648.0,EUR,22511000000.0,1900000000.0,612000000.0,20296000000.0,4991000000.0,6459000000.0,0.0301537248718959,0.122620717291124,0.0271867087201812,1.294129432979363,Consumer Cyclical,Footwear & Accessories,Germany,,,direct
E025,Adidas,ADS,ADS.DE,DE000A1EWWW0,Germany,Consumer Products and Services,Consumer Discretionary,2023,27896987648.0,EUR,21427000000.0,1321000000.0,-75000000.0,18020000000.0,4580000000.0,5563000000.0,-0.0041620421753607,-0.0163755458515283,-0.0035002566854902,1.2146288209606988,Consumer Cyclical,Footwear & Accessories,Germany,,,direct
E025,Adidas,ADS,ADS.DE,DE000A1EWWW0,Germany,Consumer Products and Services,Consumer Discretionary,2024,27896987648.0,EUR,23683000000.0,2513000000.0,764000000.0,20655000000.0,5476000000.0,5587000000.0,0.0369886226095376,0.139517896274653,0.0322594265929147,1.0202702702702702,Consumer Cyclical,Footwear & Accessories,Germany,,,direct
