doc_id,empresa,año,confianza,ratio_cuantitativo,ratio_futuro,ratio_futuro_sin_cifra,lm_uncertainty,lm_weak_modal,climate_specificity_spec,finbert_tone,climate_sentiment_opportunity,climate_sentiment_risk,climate_commitment_yes,hedging_ratio,z_hedging,z_futuro_sin_cifra,z_cuantitativo,z_specificity,GW_index
E015_YAR_2024,Yara International,2024,alta,0.27358490566037735,0.17622641509433962,0.13056603773584904,0.009375678,0.0017971413,0.3147128245476003,0.1067924528301886,0.1746656176239181,0.1439811172305271,0.2486231313926042,0.011172819300000001,-0.14868155772682223,0.14713104126117785,-0.3701427246153224,0.4403443403107132,-0.07175213216103521
E016_BBY_2022,Balfour Beatty,2022,alta,0.3066801619433198,0.15587044534412955,0.10425101214574899,0.020313397,0.0028378877,0.2236421725239616,0.2125506072874494,0.1469648562300319,0.242811501597444,0.2332268370607028,0.0231512847,0.9836975508860082,-0.3989651779727413,-0.08951103437506794,-0.2666920473935794,0.9409354546819142
E016_BBY_2023,Balfour Beatty,2023,alta,0.295397489539749,0.16569037656903765,0.11631799163179916,0.017174153,0.0027154046,0.2567849686847599,0.2192468619246861,0.2150313152400835,0.231732776617954,0.2526096033402922,0.0198895576,0.6753515731085616,-0.14854809772546318,-0.18518261340656433,-0.009384535530502754,0.7213706243201655
E016_BBY_2024,Balfour Beatty,2024,alta,0.27335907335907333,0.17065637065637065,0.12818532818532818,0.014592372,0.0021047175,0.2686567164179104,0.261003861003861,0.2260127931769723,0.208955223880597,0.2857142857142857,0.016697089499999998,0.3735529653041847,0.09772594073478381,-0.3720576727844489,0.08278300084339532,0.7605535779800221
E017_SKA B_2022,Skanska,2022,densidad,0.2664509169363538,0.16612729234088458,0.12513484358144553,0.013384767,0.0018785725,0.3436123348017621,0.1359223300970873,0.3325991189427312,0.118942731277533,0.3766519823788546,0.0152633395,0.2380140216450376,0.03442149501772134,-0.43063548214714725,0.6647086649585926,0.0383623338513136
E017_SKA B_2023,Skanska,2023,densidad,0.308411214953271,0.15046728971962617,0.10373831775700934,0.007148314,0.0017815037,0.403254972875226,0.202803738317757,0.3381555153707052,0.0994575045207956,0.3851717902350813,0.0089298177,-0.3607227556272773,-0.4096047445714717,-0.07483254607677786,1.127750429122867,-1.8232453832448383
E017_SKA B_2024,Skanska,2024,densidad,0.2861356932153392,0.13667649950835792,0.10127826941986234,0.012210207,0.0012924231,0.334763948497854,0.1563421828908554,0.2575107296137339,0.1437768240343347,0.3218884120171674,0.013502630100000001,0.07156611080512057,-0.4606563041243559,-0.26371814535588817,0.5960133064615056,-0.7213853544248527
E018_DG_2022,Vinci,2022,media,0.37037037037037035,0.23148148148148148,0.16203703703703703,0.005218762,0.00245298,0.4102564102564102,0.2685185185185185,0.3461538461538461,0.0769230769230769,0.5641025641025641,0.0076717420000000005,-0.4796544043953626,0.800225360894204,0.4505509820610886,1.1821068094136917,-1.312086834975939
E018_DG_2023,Vinci,2023,alta,0.4950033311125916,0.0832778147901399,0.04596935376415723,0.01113295,0.0024892343,0.3098591549295774,-0.0046635576282478,0.1971830985915492,0.2816901408450704,0.1267605633802817,0.013622184300000001,0.08286811602082376,-1.6084412312601017,1.5073779222641075,0.40266237627968543,-3.435613413783071
E018_DG_2024,Vinci,2024,media,0.3333333333333333,0.1794871794871795,0.1282051282051282,0.0008271298,0.0008271298,0.8333333333333334,0.282051282051282,0.7222222222222222,0.0555555555555555,0.7222222222222222,0.0016542596,-1.0485145320211766,0.09813683586830821,0.1364949065820288,4.466708080696024,-5.553580683430921
